Series Name,Series Code,Country Name,countrycode,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,269.8473923,265.658167,269.98058,269.467338,268.4293177,267.1837431,267.3723502,261.8176842,267.2591728,267.0151658,258.4339921,249.3411928,243.2793149,249.1460703,233.5228159,237.4270739,245.7768307,227.0413895,219.2488157,218.4302799,210.7007542,217.7924794,211.160813,204.1890159,210.7610435,210.638916,218.1416589,225.0202884,231.6714807,240.5487016,253.7695798,251.4575949,238.4964112,249.3011838,248.4673541,243.3683586,255.1106408,260.1450466,304.7051528,303.2150196,313.0623694,302.388679,270.7163502,279.6570432,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2496.151084,2201.633412,2031.407683,1734.117968,1588.265907,1807.976494,2174.541158,2299.287705,2302.983782,1686.92925,1826.357648,1994.463468,2118.790309,2223.783121,2424.404444,2159.573829,2300.733353,2248.155036,2289.995459,2070.229279,2141.055205,2236.712983,2019.716178,2080.269552,1859.113151,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,540.8088394,..,..,..,..,..,..,..,..,..,..,..,..,..,3103.9709,2751.695672,2872.340426,2410.828737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,1292.241469,1569.470823,1711.835841,1795.979012,1640.488376,1693.247286,1763.230121,2214.630354,2130.842459,2125.96683,2124.853376,1987.087308,2195.890358,2455.484384,2472.968325,2630.754383,2757.880689,2981.128615,2896.500086,3782.720276,4167.365585,4588.845506,5487.608915,6460.481982,5346.875562,5359.409803,5818.349026,5083.249623,4587.493492,4634.72585,5145.885754,5065.984507,6216.739177,7370.652877,5055.96632,5264.398658,4677.204306,5094.135714,4257.776277,5006.620992,5069.171794,4898.330465,4880.40607,5121.804318,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,3128.601988,3224.519441,3343.354494,3464.066088,3539.879365,3631.260796,3780.589447,3929.157026,3967.238128,3983.842773,3872.53656,3754.679582,3767.596673,3932.192428,4015.152173,3979.674183,4074.779047,4106.150426,4083.662216,4024.669067,3606.582437,3410.727885,3334.794345,3260.631824,3315.047989,3364.258794,3361.884022,3256.502531,3271.413931,3292.609005,3456.705473,3483.867506,3468.783673,3416.24785,3504.475593,3469.291394,3320.454722,3405.692968,3106.686165,3306.805544,3213.949767,3080.725034,3130.926574,2943.18916,3003.66422,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2857.564531,2778.95039,2584.335171,2715.389914,2827.917161,3049.386594,3180.206152,3310.400633,3253.808861,3242.486177,3224.379501,3381.112015,3424.452879,3463.52493,3571.194865,3645.837437,3648.982893,3632.565326,3836.621785,3496.229535,3579.072461,3567.983036,3424.040145,3330.990076,3236.236045,3174.872585,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160.8520524,..,..,..,..,..,..,..,..,..,..,..,..,..,122.2053429,120.0629295,120.0177382,127.9600765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,1980.152421,1956.618357,2024.503563,2040.85588,2100.797752,2115.335067,2101.58866,2160.680776,2171.734343,2214.936032,2354.93803,2473.992039,2432.607914,2549.425058,2465.60829,2486.940664,2497.935364,2521.032013,2344.308091,2232.255087,2278.377432,2087.151984,2192.706352,2230.890121,2324.650797,2344.91474,2379.619911,2335.58282,2338.192675,2312.171665,2357.781205,2291.367002,2425.848594,2622.048685,2591.446443,2546.555394,2698.226651,2873.094808,2783.092772,2708.491267,2665.856902,2590.115585,2555.639846,2644.565004,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.86599406,60.64242552,62.32554074,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Spain,ESP,530.6648498,557.5992908,605.2235273,623.5181841,683.6855542,714.7215779,790.7917042,881.3832486,993.6645683,1049.791164,1123.102994,1244.903226,1295.60968,1473.952331,1580.126019,1607.74131,1707.886189,1661.179074,1757.396264,1768.794179,1805.590731,1820.104124,1760.399907,1781.47221,1813.424443,1843.193254,1875.778186,1916.767548,2065.722445,2269.013328,2317.476774,2397.714173,2430.374523,2318.982989,2436.012362,2537.07268,2489.340422,2634.649128,2756.218907,2877.982414,3003.761672,3060.881809,3107.867341,3157.227264,3238.502447,3251.397133,3194.081246,3180.03342,3026.338408,2757.691412,2742.877182,2689.684337,2683.367935,2512.105919,2464.641291,2571.340962,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,302.5750663,315.8185071,316.4884454,295.1792139,303.2619272,299.8079985,291.5882853,301.9259506,307.6778987,305.3946619,306.3029466,320.0896578,319.5674073,328.0753096,321.3807583,328.0706893,336.7983792,338.179064,335.6949174,337.330449,339.8763389,343.2530925,355.7879816,336.7159316,341.8995531,375.3203711,381.6447102,380.7149311,399.0628846,431.5794171,410.680017,413.9059703,435.1517361,437.9826764,445.2124905,446.2634427,451.8923345,441.8253425,435.8191086,466.5564192,497.7793377,531.6431814,487.3784309,515.5110213,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,534.2513356,..,..,..,..,..,..,..,..,..,..,..,..,..,1640.937061,1701.229623,1696.407481,1777.073609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,405.6355499,..,..,..,..,..,..,..,..,..,..,..,..,..,730.6425392,743.4270172,714.1185437,763.0038508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263.2445712,..,..,..,..,..,..,..,..,..,..,..,..,..,584.9248903,595.8203646,624.9218848,627.6281931,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,580.5463929,570.7300595,564.4740739,548.0724406,530.8992706,513.1030694,510.5208498,498.3013383,482.838584,490.3670546,475.0187452,477.4197806,476.750322,464.7064686,475.6712994,473.4378116,456.6505114,475.2418001,465.3482604,482.6827042,472.122957,462.406719,439.1520589,496.359874,485.5324079,486.3420876,485.9028286,479.1345281,518.8100615,478.3277123,488.7641903,517.6818683,492.008355,481.1951983,479.1293669,502.9063902,474.8790713,470.1796753,473.0681114,471.8180026,460.901287,387.8429154,387.1571339,386.0435113,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1323.174787,1387.997369,950.4280527,994.2043466,1073.407884,1217.115689,1144.286539,1070.378294,1117.473406,1109.110544,1304.37534,1256.05058,1385.64926,1215.971319,1199.41325,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sweden,SWE,2698.792303,2742.123469,2887.236252,3080.414075,3273.508965,3437.54077,3636.643857,3630.194139,4000.823278,4303.223917,4681.299836,4450.382511,4527.21372,4773.811403,4510.443011,4764.499013,5151.251367,5054.833764,5016.74042,5229.618271,4871.533239,5097.154463,4877.799897,4941.267011,5216.257817,5656.192899,5878.801467,5763.070441,5854.499662,5594.552973,5514.55753,5650.541377,5369.370357,5334.166498,5660.271423,5702.165043,5825.097913,5672.008177,5769.695064,5661.491459,5360.145147,5680.280487,5802.110105,5650.43805,5847.344163,5711.127283,5529.077953,5472.135392,5379.959103,4883.20049,5427.925046,5274.643613,5269.485998,5146.53359,4966.435921,5102.785578,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Switzerland,CHE,1398.654836,1454.755116,1568.91106,1869.587498,1819.435337,1943.600516,1966.692137,2040.8279,2172.603883,2334.44403,2556.658707,2637.670782,2727.719217,2998.005183,2783.514537,2710.772924,2821.012886,2877.792909,2995.016825,3042.179155,3170.575472,3093.323276,2984.223263,3173.307578,3239.369965,3412.391109,3544.52206,3430.855513,3436.875833,3339.083472,3627.692811,3637.19412,3613.284329,3490.886554,3494.447149,3421.651041,3473.206304,3525.891301,3557.990076,3547.37289,3480.591572,3673.292573,3553.740257,3542.065603,3530.578345,3488.218348,3619.151639,3410.819883,3499.790982,3481.852845,3347.618356,3205.328271,3202.834337,3304.115438,3059.936749,2960.073389,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,360.4280266,289.9947319,291.5530328,362.4668591,404.1262772,442.2735669,475.0420277,501.8130822,629.0623695,498.4768907,575.757795,668.0755969,740.3694508,822.8201908,737.0870285,731.0927975,785.4592572,786.3665251,763.6048266,831.9527748,878.384965,814.9524589,794.7087227,805.0975949,827.6795997,850.5259386,899.5741345,976.8868866,948.1578237,928.0465766,928.9971262,942.263978,924.712968,942.8424963,1105.119296,1101.462737,1084.114704,1067.662315,977.9096926,963.4117251,869.4749013,652.2622841,537.0681486,532.8302109,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,983.1409685,915.0957238,733.3838992,566.6586841,427.1156775,374.0518752,354.1147046,348.7084087,364.4270276,360.5406894,341.8858552,330.9937904,325.7014402,325.599997,345.2780755,337.9338082,341.8820313,358.4438452,334.3814724,284.6783076,284.3605469,278.8819118,292.8307215,316.5720304,332.8853706,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,542.2960006,528.0435363,512.5305286,492.6996079,475.3392243,462.9648252,446.6555473,436.0430685,425.5728716,417.6825682,410.8876439,404.473431,399.465196,394.209467,389.6485033,386.1481075,380.5940131,375.9037155,374.0502436,372.772916,370.8937375,366.4175455,364.7302911,357.2962368,362.7624233,360.5774516,356.7598723,370.030337,382.9751837,392.9343369,403.896336,413.5490513,418.6604288,432.083402,440.0750741,443.3253368,446.3698916,449.1317602,450.4980316,461.6410188,474.5363107,489.3207197,491.9605937,493.2099159,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,370.6087818,378.803788,400.7250527,398.9890243,423.5588149,449.5600635,468.0774244,475.9007838,492.2629894,481.9718159,477.4928769,473.489047,426.6576454,462.2534239,492.1031718,507.7485304,551.2199586,617.9012318,679.9830808,766.2613705,818.655943,858.4623026,891.9684433,971.896138,1047.813952,1155.562384,1161.501477,1074.923244,1133.283315,1147.244052,1168.685397,1279.990425,1373.727554,1471.23365,1499.686628,1516.593614,1568.267535,1598.665465,1581.027562,1718.300455,1705.630302,1817.446928,1943.101603,1919.153365,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.42775064,61.16137006,60.4138657,60.70322195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,313.5291306,312.9102212,304.7613292,297.0025002,301.9577243,295.1001518,305.7436746,307.0012875,311.3343151,303.9572816,300.6505383,306.3197864,288.870672,290.3661355,286.6064861,303.3555696,311.4642538,308.5046669,308.7208642,315.9078525,314.3756864,309.3458856,312.7412237,352.3812794,355.0930981,383.6235708,366.3119599,380.6083343,423.0246413,410.6460712,399.0135639,402.8174077,414.7499526,408.5006113,405.8006399,393.7657179,397.0364285,402.213317,475.5339129,462.7103388,453.0035102,439.8132813,440.1726072,441.7907112,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,254.2182949,..,..,..,..,..,..,..,..,..,..,..,..,..,542.4903161,539.4100557,536.4554413,543.4477072,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,2630.687672,2646.716345,2567.269964,2569.864743,2203.545619,2417.392299,2704.982798,3208.671276,3280.776498,3412.480031,3580.497246,3561.371934,3651.21401,4081.382184,4287.500232,4422.702066,4112.532488,4465.17797,4295.337468,4781.40852,4714.59414,5144.169024,4889.31842,4887.709077,4747.94023,5590.175628,5249.856797,6075.332099,7069.445078,7455.248399,8289.261878,8976.25395,9988.52103,10433.24637,12449.81051,13854.12005,14676.0736,14190.38627,14327.95667,15228.27563,14866.75642,14415.54486,14620.88818,14545.00525,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,314.6650733,335.263947,340.6081945,369.582495,372.1829916,386.5895147,408.8223211,437.9797413,464.8587708,494.67795,498.9109662,480.2408346,534.6454393,553.4460732,561.6964217,540.0346644,535.3145005,549.3422736,534.893261,594.261115,576.2376722,627.4553954,598.6345537,635.479852,633.5727037,652.7642571,664.2047197,714.8038178,730.1112276,748.1780473,781.2946665,783.5958728,797.049078,832.4412072,810.7306031,845.8706933,865.6440301,894.1709544,859.8354415,955.020444,901.472391,930.4686154,934.5975774,932.6948185,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkiye,TUR,377.3351743,372.5996195,396.2316404,405.161598,416.0425782,426.9839562,457.2054061,461.6033969,473.2168414,486.7987598,497.0836251,520.9072372,574.3544384,619.251416,626.7908811,651.7485904,694.9114825,746.5283131,728.6389744,679.5797228,692.5821561,684.5123798,712.1608688,736.457243,748.6257987,775.7569355,818.0254067,888.8817715,877.1372111,893.1496153,941.1180216,911.6920193,924.7548005,964.2189355,936.3176293,1008.915976,1080.227991,1120.204065,1125.740576,1090.735726,1160.95973,1060.276674,1107.007277,1148.111791,1176.888075,1214.655446,1329.884273,1425.358867,1389.285669,1357.468238,1458.233153,1529.242702,1572.62101,1535.667718,1574.735854,1657.925859,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4658.221032,3942.068688,2632.084304,2602.713714,3231.883502,3266.724852,2805.299193,2761.675502,2840.044013,3301.516416,3246.926414,3242.878003,3316.844971,3626.302745,3714.080595,3795.388675,3815.486375,4267.307152,4236.196473,3647.19315,4076.865319,4342.352849,4396.538135,4412.070969,4402.919502,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4841.462858,4836.645351,4195.670579,3716.409699,3183.236776,3168.388004,2927.58515,2825.441745,2693.469622,2702.501194,2699.817219,2730.697985,2785.721125,2993.692308,2998.144687,3002.561786,2904.812113,2960.975971,2875.786128,2456.607945,2850.621092,2732.943006,2651.194904,2517.849158,2298.840282,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,3020.532673,2730.051375,2990.231417,2742.248312,3568.885671,3995.766936,5783.320121,5894.543752,6106.572296,7120.293394,8065.635016,8287.981515,7540.05529,9247.698308,9955.214814,10620.44674,10989.39554,10551.12178,11446.09356,10759.58898,11705.1618,10572.00825,10581.72093,11190.55506,11371.07368,11252.79916,10959.38291,10385.20685,9872.02301,9022.904045,10796.59576,10077.62206,9357.464847,9449.754311,9539.106155,9222.784931,8914.351954,9411.704638,8938.814455,8979.838389,9055.621632,9252.591914,9092.467065,8744.242156,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,3033.050649,3006.747386,3087.341972,3196.831184,3212.534556,3329.410163,3306.781613,3345.553495,3406.144495,3557.129275,3684.952352,3733.282998,3747.962475,3880.650174,3734.841652,3545.817134,3616.975534,3695.383871,3675.435273,3858.975965,3523.648842,3415.37757,3397.122289,3377.904913,3370.524943,3550.783791,3597.944694,3619.077269,3643.006881,3626.297861,3597.051621,3707.951971,3684.724535,3713.185819,3732.521114,3728.963152,3879.822786,3760.712365,3787.108452,3784.074088,3785.753126,3784.928174,3685.869487,3731.609718,3694.478595,3686.359905,3598.810406,3441.640219,3361.980517,3145.585662,3230.615984,2972.153065,3042.859871,2987.700589,2777.310987,2764.516671,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United States,USA,5641.740755,5612.079503,5774.586315,5986.783954,6136.93823,6307.890202,6591.340558,6809.820484,7073.478949,7332.368547,7569.076595,7644.524802,7940.997832,8163.603792,7909.58648,7656.263579,8100.562222,8285.570898,8438.403077,8327.041705,7942.253018,7647.538054,7259.078899,7199.118533,7443.320017,7456.262903,7376.096238,7622.173017,7849.75397,7890.287202,7671.773066,7631.467806,7677.401401,7709.496589,7757.830822,7763.755106,7844.468266,7828.581096,7803.697605,7923.223893,8056.86385,7827.886325,7843.344849,7794.23553,7881.578642,7846.499688,7697.652535,7758.165986,7488.081921,7056.783653,7161.426552,7029.954601,6872.027284,6905.598633,6960.683997,6803.996607,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,861.1650541,872.9223105,841.2414927,823.6408983,851.285024,858.1447967,853.1587122,868.8371902,923.4865912,895.443796,859.717013,760.6815948,701.2053087,670.6118392,662.1781569,679.6723868,718.4641706,765.6332659,781.0093463,725.1484424,781.8363965,859.251292,797.6355563,757.9596033,806.4102162,884.2593574,893.657055,915.283952,994.525225,946.6301268,828.1512321,774.0734833,768.9225786,873.8658751,899.9887698,967.5227831,960.6667733,1257.699693,1247.727026,1231.561391,1328.087892,1390.329079,1375.732251,1404.231522,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2265.742961,2293.629797,2106.950401,2141.697579,2074.15445,1865.186822,1892.873029,1892.261235,2070.349492,2096.376296,2052.208584,2039.936895,2098.679015,2004.508336,1951.681467,1786.433496,1801.61259,1764.256164,1810.581094,1582.194568,1522.249172,1642.712349,1654.471481,1444.269147,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157.4602973,..,..,..,..,..,..,..,..,..,..,..,..,..,145.8356627,142.3420004,143.5696985,158.1735028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,1520.224584,1427.073818,1529.758768,1756.508022,1743.163836,1755.954087,1825.451145,1914.342993,1927.142458,2140.829093,2232.188566,2163.832133,2270.353736,2157.421543,2080.999648,2121.068131,2068.615631,1947.235391,1950.611768,1996.645989,2036.390386,2225.649619,2026.591097,2298.151804,2110.45723,2203.005563,2148.6714,2217.398743,2073.131747,2090.47904,2124.085656,2264.112435,2045.360656,2141.89055,2102.037706,2304.018493,2098.339553,2312.929462,2286.43198,2512.066473,2302.458862,2472.160559,2298.813882,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,311.4861134,307.2804895,314.2599568,288.1754178,299.1914898,261.7811065,264.9315067,264.7962513,267.8978449,274.1819072,271.210275,274.4930227,276.6749238,273.342264,270.340905,277.2012643,287.4268623,284.3015002,272.2443179,272.7450605,270.7139405,276.8985158,294.7116924,289.6442226,303.7508983,315.9283556,335.5318448,352.4771559,358.0396682,372.4504874,393.0459171,424.5325611,441.2902872,485.0413631,508.7261219,514.4490189,543.8605341,570.9964433,613.731436,673.6244538,665.5771692,669.497907,661.6491028,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
