Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,785.161525934329,865.59248120703,762.725361728214,776.934748974948,826.952081040206,890.953359858712,923.728867504315,1010.81922139014,864.199459705589,1149.53609603604,989.200148492914,966.683283781289,1000.12201296783,1018.26314225619,916.555190602146,963.927169506077,921.893044018284,927.744518727469,896.437762376845,813.255695500012,572.781843950789,418.286629757142,412.378880465233,441.249295409311,417.034843013203,447.848870261137,384.594958328053,426.682819087559,576.183632282524,580.494764208924,597.265252650749,660.04798411018,648.168387059418,715.414483080102,719.584378082987,706.859407721917,679.861765101008,710.748498463347,732.316681804627,729.154372728518,764.968616564465,687.896259861998,801.329975005976,808.455839595944,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,245.724996552931,278.682743109621,326.471803442211,342.712678136231,352.112969809286,383.968171455351,414.45125098187,495.987656119213,609.880767803121,602.20154871449,633.810291235951,798.53226201554,834.177938979328,799.033742480539,806.239522250995,881.211794913798,844.29391121441,866.69299649732,836.985015038689,874.261865926644,902.985955632938,902.077310353302,883.771293726506,833.218687273147,851.558143744101,808.546599522944,813.23459942478,828.336821428188,872.042865945575,873.502668417859,863.343436248463,911.280286014525,955.674910891154,954.132221349292,979.149602577817,1032.45613351564,1077.47584808117,1070.54386510069,1148.5747501898,1107.72719068152,1133.1648627486,1220.98122820794,1238.59567345603,1318.00885452686,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,642.744523461627,671.435549706183,646.578992844674,638.078757764388,602.21334463061,575.653345515773,548.673657173459,582.963319023738,570.678714095346,560.99444397453,544.497509189321,517.699523564019,512.686415905435,499.130217251011,510.29254166019,497.826509327429,492.441696201263,495.290016628778,489.330574498766,506.018736732735,501.021039663147,487.586399298374,489.093472548625,479.965982790335,463.829194896443,461.416516706369,455.725155901133,439.613387627586,446.78457941047,443.982288464328,448.230534904684,453.221400025474,472.276973683037,468.749178446103,436.773919413145,461.879996776463,474.572709823361,494.645657943,517.504370889681,522.335969469614,521.830428428821,550.839693734785,530.704374671802,540.218283215766,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1567.0489962896,..,..,..,..,..,..,..,..,..,..,..,..,..,1714.96080996964,1720.86771928502,1774.10550344896,1786.93821599922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,1387.13973182734,1387.58021724106,1420.92984489942,1425.86660071573,1388.82281038723,1415.16020507047,1429.97160678838,1434.57567953128,1490.79290265352,1492.62466158658,1434.4305372278,1419.95474249265,1422.99338458019,1450.62261300261,1363.01308383538,1423.63528731357,1478.68186521424,1505.52863621037,1441.15230206438,1406.26267615108,1428.94904872042,1482.08945296822,1466.42379872735,1539.19112059515,1541.04397431196,1577.94556047562,1608.80881387121,1644.38762857801,1653.37833331458,1654.12993674636,1556.31862739561,1496.50847296913,1584.79174705203,1713.79093565639,1706.4641370817,1837.50365168543,1842.95228976916,1921.15316815088,1848.35063936502,1905.28540331162,1930.10450829198,1917.12162318991,1949.49041806068,2013.19377703705,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2169.98373932471,2248.18447931462,1156.42713980191,634.903913090314,409.721780533256,497.227127619853,543.212549962104,573.52780359358,591.038027977176,578.874784279033,625.438514793083,624.492496419453,586.404775298456,622.534799685782,661.870833201681,798.4706331045,818.198970291964,918.08135418678,973.103883903988,851.262230919765,815.55471623752,896.848640972291,982.306471346847,959.748841826605,981.730373614706,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Australia,AUS,3063.55427059293,3115.78708385004,3172.97486501583,3284.05095890411,3349.41416674129,3463.21557780119,3546.53797957257,3692.80794982626,3763.55841452244,3792.93476310854,4063.41136963301,3989.6297441447,4035.20634438795,4264.27122571001,4294.16162646652,4345.87144605197,4405.70298581914,4671.19567361894,4629.61847053907,4683.85317624363,4737.4820310373,4695.85298386546,4815.50754541862,4547.90459228431,4641.14534387127,4594.11930800455,4623.75350769586,4772.37809392768,4702.85184686046,5001.09834323119,5061.50015399826,4927.77132609536,4963.85816169283,5156.93337857719,5103.9479557628,5148.3442101981,5419.10110565474,5497.49658538926,5584.51919389427,5644.26397588297,5680.90287554624,5486.05610016985,5614.26334981772,5618.08648429316,5652.7633305677,5624.19201932671,5778.28181808136,5868.34089844726,5964.66605635347,5862.5646464103,5793.11602573559,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Austria,AUT,1546.26146801032,1554.0349059502,1675.87362115182,1823.99522506933,1855.08515530813,1851.84356410887,1902.7564078226,1920.21212422723,2045.82812289501,2181.63230885943,2418.21012909186,2508.5209190556,2627.32249578186,2830.94680215103,2730.43732640895,2654.84872942694,2866.97592037565,2797.4219223802,2893.02229941797,3138.91614262013,3067.01191996803,2897.00939790268,2830.22178095467,2843.40556816995,2953.68814962876,3051.59706199021,3061.58886225966,3174.74539202539,3204.56218243746,3138.98348816934,3240.1113592998,3415.17308238117,3245.59207592069,3255.78470440001,3234.49298510934,3373.60356545154,3580.42079819656,3550.40417086207,3606.61037918892,3591.8094661828,3570.49882632185,3758.45756925295,3773.65172816435,3973.6243266728,4007.56990423112,4085.56765095628,4078.81222561241,4019.59016993216,4032.14842619644,3798.15116830548,4051.19602018508,3921.90051459529,3886.76773201774,3919.04441873374,3763.3279025587,3800.29942035468,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3158.34792061545,3087.74730790918,2464.58070590148,2175.3425041362,1947.80735991996,1809.18963935535,1513.67319335309,1444.31945906293,1485.15341842538,1369.11189752905,1403.43326789752,1410.96545517309,1414.52811140548,1476.59088424964,1539.23012098959,1599.9606761322,1559.56874554337,1411.557339797,1520.31391925508,1334.16617834119,1279.552594272,1369.35099893362,1472.89739090323,1474.00343280059,1502.07816841371,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2338.57233506677,..,..,..,..,..,..,..,..,..,..,..,..,..,1954.1941597848,2023.87945122625,2026.55184786509,2006.59998754719,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,6105.90596056914,5651.87742913433,7969.84960050133,8435.54442123418,7528.92745804839,9130.27465646958,7936.20673671693,7734.97009565732,8797.19440861593,7814.55409523703,8308.2987973999,9046.81084181992,8412.64065763762,8664.46186234506,9669.71451675117,9967.03907359854,9238.286803182,10171.4962004797,9913.7790628701,10168.4469800718,10243.2452311093,10976.8345151009,11268.1955773492,11666.3862180959,11506.9111560821,11204.0791785177,12301.4589681132,12588.4495455011,12148.4116465831,12497.015285877,12381.2700736108,11948.2895716435,11781.2435825495,10975.7350914911,11679.9516663629,11579.9636410585,11197.4261398352,11432.5688538971,10397.6332616268,10310.2089222762,10602.2844805945,10386.5251570766,10933.9757467138,10769.9644444309,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,80.9068056326673,81.9751602419262,86.1739869353496,86.5216562779522,86.4054855456954,89.6020851109753,89.4707804086381,90.3117672852511,91.6489951855745,95.4636629669333,94.949924479341,97.5885698557877,97.2901863955641,96.2031106773579,99.257479702146,103.81070414846,99.9330397534793,107.511613377734,110.572529790362,114.103644869229,110.342490554005,114.292888917529,118.446300404055,121.438340929983,129.690848404454,128.09591445621,131.357788143781,134.376034833257,133.596839829574,135.731818122899,146.020333493146,147.218775453245,152.886779717247,153.610680811026,157.507771819724,166.810311762349,172.410848575124,179.163096598355,186.739984408417,200.476148861689,206.096641968964,214.207205552797,216.712131983169,224.247206163084,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1245.20778708495,..,..,..,..,..,..,..,..,..,..,..,..,..,1402.92856661853,1451.40041532381,1474.06315508774,1478.1339388399,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4465.22250491396,4348.44659384641,3620.56542034578,3076.68572767981,2615.75082710347,2427.70966087235,2501.45493376737,2505.497392471,2465.43965659922,2411.56894694965,2462.41105614348,2485.56511127658,2550.108823149,2643.68751307194,2752.759002794,2768.82153868282,2965.37796655132,2917.9070329077,2932.1032726227,2790.77788052353,2902.10543497378,3101.43111508223,3228.47300408306,2888.46029173763,2936.57754684202,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Belgium,BEL,2519.49731954668,2570.81562308497,2810.06114801046,3043.30699253049,3021.64721197111,3116.03356288847,3051.29742867378,3182.92345750038,3590.00425834692,3877.04436394157,4135.19976958327,4099.95531967727,4473.92951272846,4720.78411204592,4617.49859476963,4317.93565765711,4622.23311805686,4589.52440999605,4826.56495724289,4976.77709901992,4743.42206023546,4415.35860396134,4208.2578021394,4156.25740701658,4334.90242681859,4474.0629933656,4633.92001661356,4727.68639527695,4770.94839816823,4798.9264514706,4809.86726801499,5006.00470628876,5040.67044042513,4902.26997439133,5186.18662673891,5267.67067078591,5536.47127489148,5523.45916437528,5603.16026411035,5612.71467558683,5669.35817583222,5634.21548679492,5390.71973335359,5590.02597595848,5592.98874969209,5555.61578402951,5470.49182410472,5336.96321183546,5454.66715929162,5196.58198268641,5539.47222297176,5092.31614681439,4845.48829505754,4997.46330606994,4708.22121789549,4687.7870492938,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,580.1852782451,..,..,..,..,..,..,..,..,..,..,..,..,..,570.507346662348,575.5529419335,597.475319406137,601.148260722729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,352.491269686072,360.837563206479,360.082667985586,359.284822340113,360.932104683133,341.365824546543,344.576979147174,348.936141602155,345.567978027135,344.576690764489,334.366109362166,336.082698438819,335.603968985117,333.927612891365,339.942688560541,333.085369870514,327.676162180403,326.073446538098,318.086314643874,314.554881312602,309.654315493566,307.642932057209,301.209868159584,296.46013634695,296.62716145265,336.488545271187,338.957205015976,324.206284154816,327.895712840174,274.546469427423,283.19371612427,294.688789912117,301.464286301018,305.24283701107,296.610762882761,339.232705128881,358.086118010907,355.152958248966,361.616787895543,372.887569910806,371.896691604194,373.983484933192,379.532076041145,388.708653233489,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.9875832998183,..,..,..,..,..,..,..,..,..,..,..,..,..,276.691507415332,308.219954220272,314.550260212075,359.542084843091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,217.418330407116,234.991912064584,243.014337501527,254.443078362759,288.207641830067,308.543752339962,322.429536474613,341.590295129669,367.655925420838,424.472902811301,435.797808770184,448.326611375573,416.231749242974,406.309556329423,392.762209942513,363.55644939877,329.798651018908,337.393797213023,351.881314842119,366.134503352107,369.652221223636,383.624509039699,402.080432024773,434.107573102299,478.047350773543,504.540039712102,540.418834706595,536.701135541032,518.297464504505,569.942853663689,436.036114878822,514.061967191196,525.568851028097,517.42943261113,554.909251968378,682.780859572288,546.853590144911,571.868359081006,585.848431677445,627.782008957661,652.306436733695,738.045496650899,730.453555910692,767.956771237753,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1577.4657132093,1416.80889065736,1050.60033778742,949.283669383032,385.208937964445,402.1429855602,450.353861406476,670.543749768244,818.904248003842,802.326946799328,1044.82434249385,1004.94994781595,1052.11148418745,1052.76649189199,1161.35549326767,1230.3150524119,1304.37858947174,1321.58625652311,1510.18912012127,1602.52580420507,1700.47871268633,1909.65733585832,1821.20468770308,1787.38743329496,2194.77792623433,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,778.091868420076,783.75735309417,763.312070981143,751.982171529816,767.212296502948,812.306896997372,781.8585734931,893.072791377574,928.226508611528,933.060222287577,924.771717063311,1036.14261398097,1009.91680251247,967.945710444287,965.633998649619,919.354208634077,942.645214612796,1040.77231985333,1051.80460134824,1070.31016190707,1060.8005587956,1057.48287876348,1035.68717421959,1000.7901962542,1014.41618108167,1029.00482044432,1043.04466144587,1081.85818243358,988.483794174131,1059.3848540488,997.944090647131,1112.95081088695,1159.39733225206,1250.67816305747,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,713.96314764895,746.858284444184,799.008539645861,830.156597210906,846.390272995435,867.526682271491,875.408827292336,909.534197394343,944.372180017234,939.308043091506,880.370457264617,874.925193909653,876.940006746433,913.184843796039,954.528214999905,978.804886957783,996.88867740878,991.221365636064,992.720291025905,940.082587594342,941.564617064262,935.651253174857,943.654939035296,978.010969967879,996.040796914841,1033.25495269869,1069.68875786842,1079.17545705564,1087.67804540186,1077.13730905584,1081.73831916507,1096.66605162732,1101.61423353416,1149.81029466062,1165.92164213113,1193.75164857958,1248.77675331706,1305.78949424833,1251.84144283752,1372.61124539446,1382.79892374997,1431.0476602212,1479.90430933711,1515.56252854316,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,1285.22124984593,1233.92808163782,2337.32331765839,3890.02725081228,4683.75403302334,5966.67013025115,6234.64499016405,5640.21865922554,5687.4937646185,7252.04850868568,6769.17026518802,7050.32674791209,7207.48164754495,8033.44026532994,8141.0978489761,6910.73533632089,6866.65953989566,5541.04593774516,6248.55279282766,6764.36394403272,7436.21761184481,7781.19545358529,7297.64126930256,6601.3953275535,7716.49581895294,7583.39256259303,7650.80352785902,7446.74680282344,7425.80562347571,7304.93468617504,6623.00919467819,6343.40589063773,7226.39245089243,6507.90142557189,6179.46817639782,8642.2834233251,8701.7280848161,9377.27803320866,7904.3776886469,8259.16315773376,9697.02470523725,9443.9154052328,7398.2081799213,8527.80563887223,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,2228.68705114981,2262.78654882116,2378.25373882072,2463.24405199139,2665.459429943,2780.33176310504,2954.26673888991,3084.45204192587,3200.49898367766,3203.61009689631,3185.50953721563,3309.20642510527,3370.13232378846,3387.27422330384,3419.76767712953,3450.94171566942,3411.07339478891,3488.29275375034,3426.94220506722,3237.35265027347,2536.64400505678,2396.007266371,2590.01125194501,2519.85914523809,2746.66773414963,2745.71000281484,2504.1226804208,2425.94624591215,2230.66030060565,2277.36796728392,2421.14536113856,2410.96935484674,2490.41667315085,2440.69815961414,2597.89616674405,2691.46043782007,2666.11144523943,2648.86705627088,2351.6550533062,2416.70390728324,2617.12786908804,2513.35238098367,2329.122801222,2477.65540069696,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.3680226301714,..,..,..,..,..,..,..,..,..,..,..,..,..,185.660345870622,204.075322346248,207.854452975987,207.581773111107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,283.142271739963,274.679088662722,260.559648264944,284.635574560093,280.167402986418,273.814475873544,270.976682515853,310.725252058674,315.288030742241,255.895193341412,255.663171072211,251.436612638379,251.273789406991,248.24209009029,355.868923099768,365.446392132366,376.551086412548,386.485590413169,393.149190835089,413.528108359337,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,406.856733462069,404.725254125537,402.435018994778,402.158006656766,410.378498658938,405.4476713624,422.834037987041,425.03402117919,428.852786183282,429.437024587831,435.253959761476,444.55367662907,450.997933132995,452.901495903253,456.652458119616,449.665428869118,444.348522946607,444.985890458446,448.07373069175,439.545418163594,431.052919385833,423.43057879441,425.795695034724,428.371629441012,424.053008779864,422.988206197101,423.647937520245,424.470514377661,416.563695771607,423.10830329001,417.005726513424,415.589988456985,420.843063945437,422.19364188419,413.16021921224,383.069805731571,351.232827047868,344.307996056435,361.72582425821,354.218864223864,331.859139720321,332.744052015786,339.980850724237,344.652306337116,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Canada,CAN,4251.35353834052,4307.82075420065,4451.56011604169,4694.12006960557,4903.60760672704,5153.93241183047,5272.6647047087,5557.29174015285,5871.52039143849,6091.10000951113,6476.38852935659,6436.22625629541,6863.44433456086,7084.62368269079,7089.99999079269,7170.4125280454,7293.69860938733,7431.43988603482,7561.74493868787,7862.20639476556,7828.83798348216,7555.2449313384,7173.55516447822,7076.52331814175,7368.74044037789,7468.09634319419,7521.88689331202,7671.1995995251,7885.24440007589,7963.29790527702,7630.09230606557,7517.33030357287,7601.68517694524,7770.54644758451,7957.24563262571,7979.89844555264,8053.45485804934,8056.24362752186,7948.39727830446,8107.51515577335,8265.07992477285,8056.361631554,7994.10370781473,8341.75622433413,8456.03625708374,8422.3010010442,8239.94156431421,8213.42425523321,8194.83640445007,7796.84894491296,7788.32877304651,7911.57924054247,7733.59589288227,7744.15883108437,7898.60652740219,7631.00172981006,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,869.551148430907,868.663263839897,822.06851172135,803.293070876829,715.196252019035,745.66136178245,761.036167399284,776.38125805815,808.963560930068,823.594805601053,824.495704451097,745.098611721274,759.129073689326,786.789242523571,773.090776371704,795.348033992448,808.000453473962,899.870025010339,992.238141415762,1042.58178950696,1048.49459736149,1115.68908437038,1125.77898773219,1192.30411917753,1262.56487662849,1378.84841678925,1523.46368984454,1557.11898340267,1633.74754468428,1623.34542834632,1574.7022940606,1612.28855603744,1612.09015902399,1699.56895896678,1734.92489775077,1788.30621359794,1836.79478269038,1801.11542332591,1735.63003436092,1795.40148615974,1936.94890494459,2123.80262957287,2187.73505250125,2020.95896288638,1996.85304853132,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,China,CHN,..,..,..,..,..,..,..,..,..,..,..,464.933156978023,477.168708745635,483.717375331655,486.167985783307,527.488337452736,537.174731514959,577.21101059404,617.154901089247,619.043662313404,609.455195748215,597.14671013246,606.830437325878,621.910717182477,651.074958647795,657.759736070939,671.209503276184,694.422359979152,720.341495783521,724.116105126715,766.995329395649,736.851801386885,752.628662540666,788.128723566749,816.162889997357,866.834374260803,881.653737423514,871.756323801394,869.358607334522,878.52453551629,898.987313140273,928.811433738255,984.810714620431,1118.43177274138,1268.13290434581,1393.69132405731,1515.1736777471,1630.17102857988,1672.90411994066,1778.43351862146,1954.72255616896,2085.08302163141,2149.60256906343,2204.24329905226,2224.35489845903,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,649.733694149133,635.409746748823,624.669356043039,646.840915850325,661.202115568779,672.716577230801,677.562960025325,659.714415881437,629.923835691901,678.274755561283,671.381115608211,674.686797815126,680.568181424347,687.352898767539,682.9763906347,728.372550027591,737.713777096498,744.593473595241,735.378739593771,746.687838425991,739.81717288089,741.869235564766,760.694933111601,772.172727792912,770.812778514708,775.359041125401,738.968236139458,760.131180629636,668.065908855273,660.362230337866,647.390525666279,625.027129787515,628.609285649082,625.824398431213,642.876066038822,666.787331987166,654.309478160175,676.837335240028,693.523385598888,696.842613556207,690.498443049028,690.025091975839,729.208470937856,730.325495336895,..,..,..,..,..,..,..,..,..
